molecule_name,atom_index_0,atom_index_1,type,fc,sd,pso,dso
dsgdb9nsd_000066,5,7,2JHH,-11.1119,0.361588,2.3302,-2.66076
dsgdb9nsd_000066,5,8,3JHH,2.19574,0.072512,0.378373,-0.365987
dsgdb9nsd_000066,6,0,1JHC,82.0236,0.189396,0.842182,0.673558
dsgdb9nsd_000066,6,1,2JHC,-3.51508,0.077615,0.041255,-0.066031
dsgdb9nsd_000066,6,3,3JHC,3.24502,-0.0598,-0.007482,0.090113
dsgdb9nsd_000066,6,7,2JHH,-10.263,0.363192,2.25794,-2.53913
dsgdb9nsd_000066,6,8,3JHH,11.5184,0.043181,2.03349,-2.83837
dsgdb9nsd_000066,7,0,1JHC,84.0947,0.190117,0.829963,0.646162
dsgdb9nsd_000066,7,1,2JHC,-4.02998,0.067978,0.008232,-0.057148
dsgdb9nsd_000066,7,3,3JHC,8.74073,0.067418,0.328221,-0.411162
dsgdb9nsd_000066,7,8,3JHH,3.97778,0.080589,0.361465,-0.344007
dsgdb9nsd_000066,8,0,2JHC,-1.9493,0.056564,0.060986,-0.150307
dsgdb9nsd_000066,8,1,1JHC,98.9043,0.008057,-0.078852,1.11744
dsgdb9nsd_000066,8,3,2JHC,-6.97306,0.182447,-0.068984,-0.024541
dsgdb9nsd_000066,8,4,3JHC,3.44083,-0.05238,0.72998,-0.439317
dsgdb9nsd_000066,8,9,3JHH,13.8164,0.081017,3.47528,-4.49214
dsgdb9nsd_000066,9,0,3JHC,-0.31912,-0.010697,0.213007,-0.131688
dsgdb9nsd_000066,9,1,2JHC,-1.50852,-0.003061,0.558077,-0.42506
dsgdb9nsd_000066,9,3,3JHC,2.12323,-0.053338,-0.016934,0.144933
dsgdb9nsd_000066,10,1,3JHC,2.13809,0.070048,0.307313,-0.440811
dsgdb9nsd_000066,10,3,2JHC,12.9765,0.934914,5.16298,-1.18127
dsgdb9nsd_000066,10,4,1JHC,196.204,0.862415,-0.78267,0.471724
dsgdb9nsd_000067,5,0,1JHC,84.5559,0.195692,0.803471,0.641476
dsgdb9nsd_000067,5,1,2JHC,-3.58459,0.069753,0.017226,-0.049104
dsgdb9nsd_000067,5,3,3JHC,9.06656,0.060438,0.322249,-0.380611
dsgdb9nsd_000067,5,6,2JHH,-11.6325,0.366258,2.32597,-2.67299
dsgdb9nsd_000067,5,7,2JHH,-10.4453,0.364167,2.26364,-2.56163
dsgdb9nsd_000067,5,8,3JHH,4.20306,0.078049,0.373047,-0.370477
dsgdb9nsd_000067,6,0,1JHC,80.7733,0.186978,0.854229,0.634875
dsgdb9nsd_000067,6,1,2JHC,1.15674,0.077608,0.095713,-0.072289
dsgdb9nsd_000067,6,3,3JHC,0.610239,-0.054311,-0.053093,0.132923
dsgdb9nsd_000067,6,7,2JHH,-12.452,0.379586,2.23423,-2.4987
dsgdb9nsd_000067,6,8,3JHH,2.24349,0.072222,0.377512,-0.369951
dsgdb9nsd_000067,7,0,1JHC,83.4108,0.188919,0.831371,0.669342
dsgdb9nsd_000067,7,1,2JHC,-3.90622,0.072932,0.029147,-0.069541
